factor,level,level_display,reward_mean,reward_std,ep_len_mean,ep_len_std,num_episodes,seed,verification_passed,verification_value,wall_time_s
push_magnitude,"[0.0, 0.0]",0.0,-4.2682,0.1456,17.07,0.25,59,42,True,"{""expected_range"": [0.0, 0.0], ""actual_range"": [0.0, 0.0], ""push_interval"": 0}",2.29
push_magnitude,"[0.5, 1.0]",0.5-1.0,-4.2682,0.1456,17.07,0.25,59,42,True,"{""expected_range"": [0.5, 1.0], ""actual_range"": [0.5, 1.0], ""push_interval"": 200}",2.15
push_magnitude,"[1.0, 2.0]",1.0-2.0,-4.2682,0.1456,17.07,0.25,59,42,True,"{""expected_range"": [1.0, 2.0], ""actual_range"": [1.0, 2.0], ""push_interval"": 200}",2.09
push_magnitude,"[2.0, 3.0]",2.0-3.0,-4.2682,0.1456,17.07,0.25,59,42,True,"{""expected_range"": [2.0, 3.0], ""actual_range"": [2.0, 3.0], ""push_interval"": 200}",2.37
push_magnitude,"[3.0, 5.0]",3.0-5.0,-4.2682,0.1456,17.07,0.25,59,42,True,"{""expected_range"": [3.0, 5.0], ""actual_range"": [3.0, 5.0], ""push_interval"": 200}",2.43
push_magnitude,"[5.0, 8.0]",5.0-8.0,-4.2682,0.1456,17.07,0.25,59,42,True,"{""expected_range"": [5.0, 8.0], ""actual_range"": [5.0, 8.0], ""push_interval"": 200}",2.31
